title,company,link,keyword
"PRINCIPAL, DATA SCIENTIST",Walmart Global Tech India,https://in.linkedin.com/jobs/view/principal-data-scientist-at-walmart-global-tech-india-4183717024?position=1&pageNum=0&refId=oJg4cwIrkdApFrbTD6SM%2FQ%3D%3D&trackingId=uWhVV5DBxCNkqaFVRhsRuQ%3D%3D,LLM
Senior LLM Engineer,SciSpace,https://in.linkedin.com/jobs/view/senior-llm-engineer-at-scispace-4218613681?position=2&pageNum=0&refId=oJg4cwIrkdApFrbTD6SM%2FQ%3D%3D&trackingId=zTReUcSErQx4b7wnkbPygg%3D%3D,LLM
LLM Scientist,Prana Tree,https://in.linkedin.com/jobs/view/llm-scientist-at-prana-tree-4215812992?position=3&pageNum=0&refId=oJg4cwIrkdApFrbTD6SM%2FQ%3D%3D&trackingId=1oDRr0gGQuV%2BbCL%2BE5w3GA%3D%3D,LLM
Senior LLM Engineer (With ML and Prompt Engg Exp),SciSpace,https://in.linkedin.com/jobs/view/senior-llm-engineer-with-ml-and-prompt-engg-exp-at-scispace-4218611813?position=4&pageNum=0&refId=oJg4cwIrkdApFrbTD6SM%2FQ%3D%3D&trackingId=LLQE177ZxH28SRE4Qdk8AA%3D%3D,LLM
"Manager, Applied Science, Conversational Assistant Services - Alexa AI",Amazon,https://in.linkedin.com/jobs/view/manager-applied-science-conversational-assistant-services-alexa-ai-at-amazon-4184887928?position=5&pageNum=0&refId=oJg4cwIrkdApFrbTD6SM%2FQ%3D%3D&trackingId=m%2BnXEGpiUGWq0HB13zc0Ng%3D%3D,LLM
AI / ML Engineer,Yellow.ai,https://in.linkedin.com/jobs/view/ai-ml-engineer-at-yellow-ai-4218615397?position=6&pageNum=0&refId=oJg4cwIrkdApFrbTD6SM%2FQ%3D%3D&trackingId=yNSMqWqqxAHyU0B6gqyxsg%3D%3D,LLM
Senior ML Ops Engineer,StockX,https://in.linkedin.com/jobs/view/senior-ml-ops-engineer-at-stockx-4215536352?position=7&pageNum=0&refId=oJg4cwIrkdApFrbTD6SM%2FQ%3D%3D&trackingId=foQ9wQ0HbZAuBiOt052NYg%3D%3D,LLM
"Principal Engineer, Agentic AI Platform",Autonomize AI,https://in.linkedin.com/jobs/view/principal-engineer-agentic-ai-platform-at-autonomize-ai-4215594881?position=8&pageNum=0&refId=oJg4cwIrkdApFrbTD6SM%2FQ%3D%3D&trackingId=Y69SiVgSl9BvVT4OchRQMw%3D%3D,LLM
Senior Computer Vision Engineer,Maximl,https://in.linkedin.com/jobs/view/senior-computer-vision-engineer-at-maximl-4218615428?position=9&pageNum=0&refId=oJg4cwIrkdApFrbTD6SM%2FQ%3D%3D&trackingId=SM2TL0Fb9GYue%2BERrrh11Q%3D%3D,LLM
,,https://in.linkedin.com/jobs/view/nlp-developer-at-prodapt-4185550374?position=1&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=iE1xlm7eTcgYZrAJCFa5qg%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/ai-ml-engineer-at-yellow-ai-4218615397?position=2&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=1HMfepjfvL1dwEtnzedZXQ%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/data-scientist-at-kudos-technolabs-4218610865?position=3&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=gEzaP6VIWb%2FyqeHLPK%2BFJA%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/machine-learning-intern-at-arctan-4215571334?position=4&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=sczTnW7TXvj%2BrjdtLDWjtg%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/data-scientist-2-at-satsure-4215807899?position=5&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=1ueZah1xgIvggPYV8yTsbg%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/data-scientist-at-gramener-4215579039?position=6&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=fXDLnk8oD%2BbhY55voOf77A%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-tecnotree-corporation-4218614415?position=7&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=5ZKWRWCV9yNfnBg5N0bXOQ%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-elucidata-4218653186?position=8&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=Brfewd144NhEhLGs5vKy2g%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/principal-data-scientist-at-walmart-global-tech-india-4183717024?position=9&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=Tw%2FDZSDeleZJNVRhq%2B%2FNXg%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/data-scientist-3-at-satsure-4215813110?position=10&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=Dn9%2BoMEGz7Dgx1AK%2BmQ66g%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/senior-ml-scientist-advertising-optimization-automation-science-at-wayfair-4215534810?position=11&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=MDytXh42o%2FJHXTN9XoF6nQ%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/senior-ml-scientist-advertising-optimization-automation-science-at-wayfair-4215551338?position=12&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=LyjgzUC3%2Fvi0hKCGZ%2F7P5Q%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/senior-principal-engineer-at-oracle-4166511107?position=13&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=Q6f8si9MLvXYlDVVx%2BRjwg%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/senior-data-scientist-at-loopio-4216096061?position=14&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=lOfVv8V47cIZtC4JzfHmyQ%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/manager-applied-science-conversational-assistant-services-alexa-ai-at-amazon-4184887928?position=15&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=diZkfqfWkiqszoohYIt7cw%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/senior-cai-engineer-at-avaamo-4218617043?position=16&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=P8EyrJdVc4nuewVkKFXUFQ%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/applied-science-manager-music-search-at-amazon-music-4119607663?position=17&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=3JYY999THXs%2B6Imf6Bq9Ag%3D%3D,NLP
,,https://in.linkedin.com/jobs/view/senior-rtl-design-engineer-at-discoveries-quintessential-4213126428?position=18&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=BD1NuxXl%2BMyJH90btgEv%2Bw%3D%3D,NLP
,Juniper Networks,https://in.linkedin.com/jobs/view/lead-product-consultant-network-automation-%2B-cloud-architect-at-juniper-networks-4161821123?position=19&pageNum=0&refId=jb%2F%2BiCHkxnC53FzS%2F1bd1A%3D%3D&trackingId=MccPrUEyJLVVZcfVObNDjw%3D%3D,NLP
AI ML Engineer,Lifesight,https://in.linkedin.com/jobs/view/ai-ml-engineer-at-lifesight-4218617006?position=1&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=OJ%2BIjM3%2BNM1qq6IiNPAL7g%3D%3D,Gen AI
Technology Analyst,Infosys,https://in.linkedin.com/jobs/view/technology-analyst-at-infosys-4215805499?position=2&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=IgI0edv0YmHBm%2Fo%2B0qLgRw%3D%3D,Gen AI
Gen AI Developer,Infosys,https://in.linkedin.com/jobs/view/gen-ai-developer-at-infosys-4215546567?position=3&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=d4e1ldGn3smimtqUyzQ3GQ%3D%3D,Gen AI
"PRINCIPAL, DATA SCIENTIST",Walmart Global Tech India,https://in.linkedin.com/jobs/view/principal-data-scientist-at-walmart-global-tech-india-4183717024?position=4&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=t74Z1JwGDv%2BoJSRQhHqMMQ%3D%3D,Gen AI
"Engineer, Principal/Manager - Machine Learning, AI",Qualcomm,https://in.linkedin.com/jobs/view/engineer-principal-manager-machine-learning-ai-at-qualcomm-4183012829?position=5&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=NmKv%2Bt9E%2BmTq9rvdJE3IUw%3D%3D,Gen AI
AI Platform Manager,Kenvue,https://in.linkedin.com/jobs/view/ai-platform-manager-at-kenvue-4079338197?position=6&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=unW%2F5CHVmZGrN6kr%2Fi4P2g%3D%3D,Gen AI
"Manager, Applied Science, Conversational Assistant Services - Alexa AI",Amazon,https://in.linkedin.com/jobs/view/manager-applied-science-conversational-assistant-services-alexa-ai-at-amazon-4184887928?position=7&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=A8NuTaXeInl0tfxewDD3iQ%3D%3D,Gen AI
Technology Lead,Infosys,https://in.linkedin.com/jobs/view/technology-lead-at-infosys-4215809077?position=8&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=TeHqgSemTcXCIqDDb01w7w%3D%3D,Gen AI
"Lead, Data Science",Kenvue,https://in.linkedin.com/jobs/view/lead-data-science-at-kenvue-4201696129?position=9&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=GzqqnvlkEJ0a2NWA9iSsNw%3D%3D,Gen AI
AI Solutions Architect,Kenvue,https://in.linkedin.com/jobs/view/ai-solutions-architect-at-kenvue-4019434620?position=10&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=YpXQNh%2FQxigCqFdLmIc7rA%3D%3D,Gen AI
Lead Data Scientist,Kenvue,https://in.linkedin.com/jobs/view/lead-data-scientist-at-kenvue-4201693484?position=11&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=JI3a8ebFnk2Y4nWEAtW4HQ%3D%3D,Gen AI
Founder Office (B2B Sales Product and Research),Affluense,https://in.linkedin.com/jobs/view/founder-office-b2b-sales-product-and-research-at-affluense-4215534238?position=12&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=xR5BcJiGE0I%2Bw6qR%2BEYTvA%3D%3D,Gen AI
Senior LLM Engineer (With ML and Prompt Engg Exp),SciSpace,https://in.linkedin.com/jobs/view/senior-llm-engineer-with-ml-and-prompt-engg-exp-at-scispace-4218611813?position=13&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=HsJtnqGoC6%2BK3kZhl9YpuA%3D%3D,Gen AI
Software Agile Lead/Software Product Owner - Thermal Management(Specialist - ESW Engineer),Volvo Group,https://in.linkedin.com/jobs/view/software-agile-lead-software-product-owner-thermal-management-specialist-esw-engineer-at-volvo-group-4161554908?position=14&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=0GsOsvYMS2VSfnsCh5nI9w%3D%3D,Gen AI
GN - SONG - Service - Genesys – Senior Manager,Accenture in India,https://in.linkedin.com/jobs/view/gn-song-service-genesys-%E2%80%93-senior-manager-at-accenture-in-india-4058758609?position=15&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=mmSkMRIrN35dmvHLnD4ETA%3D%3D,Gen AI
Senior Principal Software Engineer,Oracle,https://in.linkedin.com/jobs/view/senior-principal-software-engineer-at-oracle-4215818119?position=16&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=KQLm%2BT2vzgKReCdlXe4IFQ%3D%3D,Gen AI
"VP Sales - Treasury, Trade & Commercial Borrowings",Talasha,https://in.linkedin.com/jobs/view/vp-sales-treasury-trade-commercial-borrowings-at-talasha-4214264765?position=17&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=woPTZXHXpTegNtW29842lw%3D%3D,Gen AI
"Principal Design Verification Engineer (Switching , Data path)",Mulya Technologies,https://in.linkedin.com/jobs/view/principal-design-verification-engineer-switching-data-path-at-mulya-technologies-4218464617?position=18&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=dkt%2FvA36tNkxvgzXV7QT2A%3D%3D,Gen AI
Principal Physical Design Engineer - STA,Mulya Technologies,https://in.linkedin.com/jobs/view/principal-physical-design-engineer-sta-at-mulya-technologies-4217488264?position=19&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=G3otIbWWpnJxF02qP8K%2FCA%3D%3D,Gen AI
Senior LLM Engineer,SciSpace,https://in.linkedin.com/jobs/view/senior-llm-engineer-at-scispace-4218613681?position=20&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=T63dRiEPeZpzZVaB4psHHw%3D%3D,Gen AI
Founding Full Stack Lead Developer,Bizamply,https://in.linkedin.com/jobs/view/founding-full-stack-lead-developer-at-bizamply-4218478003?position=21&pageNum=0&refId=LGwF%2FzEYV99lOPsdTPNLeg%3D%3D&trackingId=5rpf%2Bp8PCSfxok7JJWq5ww%3D%3D,Gen AI
AI ML Engineer,Lifesight,https://in.linkedin.com/jobs/view/ai-ml-engineer-at-lifesight-4218617006?position=1&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=yxWl2Oc9aaLL%2B7QSlDiJHQ%3D%3D,Data Scientist
ML Engineer,SixSense,https://in.linkedin.com/jobs/view/ml-engineer-at-sixsense-4218614445?position=2&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=bGGNOjfgkslULARuZiN%2BTQ%3D%3D,Data Scientist
AI / ML Engineer,Yellow.ai,https://in.linkedin.com/jobs/view/ai-ml-engineer-at-yellow-ai-4218615397?position=3&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=pPdgtOf0Hx839Ulte3bRQQ%3D%3D,Data Scientist
Data Scientist - 2,SatSure,https://in.linkedin.com/jobs/view/data-scientist-2-at-satsure-4215807899?position=4&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=oCJE%2FRR8XEqLTEB%2Ffoyv6w%3D%3D,Data Scientist
Python Developer,Tech Mahindra,https://in.linkedin.com/jobs/view/python-developer-at-tech-mahindra-4216087177?position=5&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=pM7L9%2Bd7baqUkzWZMMCLWA%3D%3D,Data Scientist
Data Scientist,SixSense,https://in.linkedin.com/jobs/view/data-scientist-at-sixsense-4218616422?position=6&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=FNV2hwtH4092gEFdmiNniQ%3D%3D,Data Scientist
Machine Learning Engineer,CloudxLab,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-cloudxlab-4215548302?position=7&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=hP6ap5IvHq3c4jdSX9M6yw%3D%3D,Data Scientist
Data Scientist,Kudos Technolabs,https://in.linkedin.com/jobs/view/data-scientist-at-kudos-technolabs-4218610865?position=8&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=1M4Sh93iIcU%2Ft8z03rWTCw%3D%3D,Data Scientist
Data Scientist - 3,SatSure,https://in.linkedin.com/jobs/view/data-scientist-3-at-satsure-4215813110?position=9&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=epwpGGMuL0NHY9ReauZVXg%3D%3D,Data Scientist
Senior Data Scientist,Kredivo Group,https://in.linkedin.com/jobs/view/senior-data-scientist-at-kredivo-group-4159618320?position=10&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=Z3FYTbJmEVgrmRH10spS3g%3D%3D,Data Scientist
"PRINCIPAL, DATA SCIENTIST",Walmart Global Tech India,https://in.linkedin.com/jobs/view/principal-data-scientist-at-walmart-global-tech-india-4183717024?position=11&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=Uhd8g70SMFE0me86rzK7Qw%3D%3D,Data Scientist
Python Developer,Recro,https://in.linkedin.com/jobs/view/python-developer-at-recro-4215545962?position=12&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=qTtYTv7%2BOBuuYkJnvN9LdQ%3D%3D,Data Scientist
Machine Learning Engineer,Elucidata,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-elucidata-4218653186?position=13&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=vzaY%2FK8LqHKnM9y5c%2BIcLg%3D%3D,Data Scientist
"Engineer, Principal/Manager - Machine Learning, AI",Qualcomm,https://in.linkedin.com/jobs/view/engineer-principal-manager-machine-learning-ai-at-qualcomm-4183012829?position=14&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=Nq5Ei%2BCyUaDbV0WJZn1ywg%3D%3D,Data Scientist
Data Scientist,Gramener,https://in.linkedin.com/jobs/view/data-scientist-at-gramener-4215579039?position=15&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=jQK0Bv%2FRCF5oRF2OC8k%2BjQ%3D%3D,Data Scientist
Machine Learning Engineer,Tecnotree Corporation,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-tecnotree-corporation-4218614415?position=16&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=r7ARXZuKrs47LFSP0fk14A%3D%3D,Data Scientist
SSE-AI/ML,CGI,https://in.linkedin.com/jobs/view/sse-ai-ml-at-cgi-4183120606?position=17&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=UisDmH%2Bg3eb4e2rdDhVbfQ%3D%3D,Data Scientist
Analyst - Data Science,DIAGEO India,https://in.linkedin.com/jobs/view/analyst-data-science-at-diageo-india-4115453865?position=18&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=JTAe0lGVbJLwOSU21TWKMg%3D%3D,Data Scientist
"Senior ML Scientist, Advertising Optimization & Automation Science",Wayfair,https://in.linkedin.com/jobs/view/senior-ml-scientist-advertising-optimization-automation-science-at-wayfair-4215534810?position=19&pageNum=0&refId=1xVAdodkk1IBi6hMcgvxqA%3D%3D&trackingId=I9HuALHGH1C3YgWwEZu7bA%3D%3D,Data Scientist
